z1,z2,z3
-2358.0,-3257.0,-3566.0
-3727.0,-1980.0,-3568.0
-4415.0,-1398.0,-3162.0
-2863.0,-2387.0,-3615.0
-2636.0,-2883.0,-3483.0
-3235.0,-2072.0,-3713.0
-4114.0,-1417.0,-3405.0
-3812.0,-1837.0,-3461.0
-3287.0,-2204.0,-3684.0
-3941.0,-2077.0,-3385.0
-2967.0,-2372.0,-3479.0
-3106.0,-2469.0,-3440.0
-4136.0,-1672.0,-3364.0
-3026.0,-2583.0,-3375.0
-2701.0,-2904.0,-3363.0
-3441.0,-2285.0,-3313.0
-4146.0,-1340.0,-3360.0
-2737.0,-3056.0,-3357.0
-4231.0,-1368.0,-3334.0
-4258.0,-1466.0,-3173.0
-1989.0,-3264.0,-3523.0
-1960.0,-3356.0,-3397.0
-2099.0,-3453.0,-3358.0
-2977.0,-2741.0,-3364.0
-3149.0,-2685.0,-3259.0
-4248.0,-1355.0,-3180.0
-3569.0,-2304.0,-3226.0
-4297.0,-1660.0,-3167.0
-3802.0,-1980.0,-3424.0
-3389.0,-2420.0,-3217.0
-3945.0,-1745.0,-3266.0
-3958.0,-2064.0,-3231.0
-2792.0,-2899.0,-3312.0
-2201.0,-3314.0,-3355.0
-2087.0,-3648.0,-3351.0
-2405.0,-3459.0,-3265.0
-4014.0,-2060.0,-3216.0
-1628.0,-3864.0,-3330.0
-3333.0,-2551.0,-3214.0
-2998.0,-2759.0,-3309.0
-2797.0,-3164.0,-3215.0
-3577.0,-2112.0,-3186.0
-4288.0,-1855.0,-3113.0
-3660.0,-2305.0,-3185.0
-2878.0,-2780.0,-3266.0
-2307.0,-3287.0,-3303.0
-3082.0,-2925.0,-3176.0
-3799.0,-2402.0,-3146.0
-3826.0,-2151.0,-3170.0
-1870.0,-3761.0,-3113.0
-2460.0,-3188.0,-3153.0
-2321.0,-3797.0,-3036.0
-3371.0,-2772.0,-3157.0
-1668.0,-4073.0,-2927.0
-2497.0,-3211.0,-3146.0
-4408.0,-2091.0,-3009.0
-1474.0,-4049.0,-3082.0
-2429.0,-3531.0,-3135.0
-3829.0,-2218.0,-3164.0
-3500.0,-3012.0,-3081.0
-2480.0,-3459.0,-3121.0
-2271.0,-3802.0,-2920.0
-2146.0,-3655.0,-3057.0
-2581.0,-3192.0,-3139.0
-2147.0,-4128.0,-2916.0
-3149.0,-3079.0,-3116.0
-2637.0,-3280.0,-3103.0
-4537.0,-2331.0,-2933.0
-2109.0,-4319.0,-2668.0
-3860.0,-2351.0,-2982.0
-3575.0,-2448.0,-2997.0
-3361.0,-2915.0,-3120.0
-4398.0,-2234.0,-2972.0
-2776.0,-3377.0,-3064.0
-3666.0,-2571.0,-2994.0
-2803.0,-3197.0,-3001.0
-2823.0,-3121.0,-2968.0
-4827.0,-1622.0,-2882.0
-3167.0,-3460.0,-2922.0
-2695.0,-3619.0,-2989.0
-3728.0,-2952.0,-2961.0
-3619.0,-2629.0,-2975.0
-4636.0,-1695.0,-2784.0
-1885.0,-4456.0,-2590.0
-3779.0,-2593.0,-2907.0
-3812.0,-2385.0,-2785.0
-3915.0,-2420.0,-2780.0
-4669.0,-1946.0,-2540.0
-4106.0,-2347.0,-2878.0
-2326.0,-3644.0,-2873.0
-2632.0,-3694.0,-2861.0
-3861.0,-2526.0,-2758.0
-2767.0,-3839.0,-2729.0
-3993.0,-2681.0,-2728.0
-3213.0,-3102.0,-2825.0
-3059.0,-3726.0,-2823.0
-1582.0,-4487.0,-2516.0
-2308.0,-4048.0,-2716.0
-4695.0,-2045.0,-2400.0
-3330.0,-3051.0,-2792.0
-4132.0,-2778.0,-2689.0
-4858.0,-2083.0,-2213.0
-2824.0,-3594.0,-2827.0
-3469.0,-3148.0,-2753.0
-3203.0,-3239.0,-2778.0
-2556.0,-4710.0,-2079.0
-2690.0,-3849.0,-2682.0
-4547.0,-2301.0,-2433.0
-2430.0,-3863.0,-2667.0
-4240.0,-2558.0,-2630.0
-3334.0,-3312.0,-2627.0
-2710.0,-4019.0,-2543.0
-3951.0,-3031.0,-2612.0
-2665.0,-4228.0,-2520.0
-3861.0,-2913.0,-2679.0
-3488.0,-3114.0,-2733.0
-4439.0,-2723.0,-2421.0
-3345.0,-3367.0,-2568.0
-3386.0,-3323.0,-2527.0
-3722.0,-3032.0,-2492.0
-3489.0,-3058.0,-2476.0
-3575.0,-3130.0,-2468.0
-4841.0,-2160.0,-2067.0
-3301.0,-3623.0,-2606.0
-3456.0,-3360.0,-2435.0
-2508.0,-4035.0,-2521.0
-1998.0,-4358.0,-2330.0
-3576.0,-3209.0,-2410.0
-4552.0,-2633.0,-2049.0
-3878.0,-3231.0,-2382.0
-4666.0,-2609.0,-1982.0
-2425.0,-4390.0,-2292.0
-2779.0,-3894.0,-2524.0
-2844.0,-3744.0,-2477.0
-2210.0,-4486.0,-2242.0
-3038.0,-3768.0,-2322.0
-4526.0,-2377.0,-2328.0
-3999.0,-2947.0,-2537.0
-2990.0,-3774.0,-2302.0
-2901.0,-3848.0,-2203.0
-3546.0,-3478.0,-2368.0
-4680.0,-2461.0,-1867.0
-4519.0,-2881.0,-2134.0
-4015.0,-2906.0,-2352.0
-4017.0,-3172.0,-2256.0
-4022.0,-2924.0,-2199.0
-4287.0,-2923.0,-2178.0
-1883.0,-4631.0,-2245.0
-2758.0,-3927.0,-2265.0
-3413.0,-3647.0,-2216.0
-3149.0,-4010.0,-2123.0
-3851.0,-3255.0,-2358.0
-3485.0,-3777.0,-2175.0
-3342.0,-3785.0,-2151.0
-4730.0,-2849.0,-1273.0
-3780.0,-3354.0,-2320.0
-3322.0,-3615.0,-2290.0
-3323.0,-3529.0,-2283.0
-3909.0,-3594.0,-2244.0
-3990.0,-3352.0,-2319.0
-4884.0,-2381.0,-1167.0
-3058.0,-3745.0,-2213.0
-2827.0,-4035.0,-2048.0
-4265.0,-2938.0,-2123.0
-2735.0,-4226.0,-2036.0
-4096.0,-2996.0,-2080.0
-3559.0,-3368.0,-2264.0
-2948.0,-4415.0,-2029.0
-4281.0,-3047.0,-2079.0
-4132.0,-3107.0,-1971.0
-3209.0,-3954.0,-1999.0
-4572.0,-2883.0,-1855.0
-4651.0,-3025.0,-1449.0
-4022.0,-3243.0,-1871.0
-4458.0,-3109.0,-1855.0
-3233.0,-4176.0,-1990.0
-4129.0,-3247.0,-1836.0
-3376.0,-3999.0,-1980.0
-3594.0,-3619.0,-1892.0
-4012.0,-3394.0,-2066.0
-3587.0,-3693.0,-1764.0
-4267.0,-3182.0,-1757.0
-3099.0,-4431.0,-1845.0
-3854.0,-3718.0,-1724.0
-4280.0,-3263.0,-1652.0
-3431.0,-3872.0,-1935.0
-4133.0,-3283.0,-1537.0
-3740.0,-3944.0,-1564.0
-4025.0,-3705.0,-1525.0
-4300.0,-3433.0,-1513.0
-3933.0,-3581.0,-1813.0
-3979.0,-3398.0,-1714.0
-3390.0,-3926.0,-1675.0
-3415.0,-3900.0,-1637.0
